post_id,source,source_type,platform,date_published,collection_window,url,language,truncated,tagged_with,notes,crisis_related,crisis_topic,communication_type,location,instruction,contact_link,time_date,target_group,actionability_score
LCD_001,Lebanese Civil Defense,state,Facebook,approx. 2026-05-07,2026-04-01 to 2026-05-07,,Arabic,no,none,Daily operations summary covering all Lebanese territory. 174 missions: firefighting / EMS / rescue / water supply to shelters. Ends with explicit citizen call to dial 125. All 5 actionability elements present.,yes,emergency operations / displacement / humanitarian response,situation report,yes,yes,yes,yes,yes,5
LCD_002,Lebanese Civil Defense,state,Facebook,approx. 2026-05-06,2026-04-01 to 2026-05-07,,Arabic,no,none,Ceremonial meeting with families of 5 martyred CD members killed by Israeli strikes. No practical guidance for citizens.,yes,security / casualties,institutional/ceremonial,yes,no,no,no,no,1
LCD_003,Lebanese Civil Defense,state,Facebook,approx. 2026-05-04,2026-04-01 to 2026-05-07,,Arabic,no,none,Death notice for CD member who died of natural causes on April 29. Date of death provided. Not an incident report. Crisis-adjacent: issued during active conflict period.,yes,security / casualties,institutional notice,yes,no,no,yes,no,2
LCD_004,Lebanese Civil Defense,state,Facebook,approx. 2026-05-03,2026-04-01 to 2026-05-07,,Arabic,no,none,Funeral proceedings for 3 members martyred April 28 during Israeli airstrike rescue mission in Majdal Zoun. Date of martyrdom provided. Confirms ongoing strikes killing first responders.,yes,security / casualties,institutional/ceremonial,yes,no,no,yes,no,2
LCD_005,Lebanese Civil Defense,state,Facebook,approx. 2026-05-01,2026-04-01 to 2026-05-07,,Arabic,no,none,Detailed obituary for 3 members martyred April 28 in Israeli strike on Majdal Zoun while rescuing civilians. Biographical profiles included. Date confirmed.,yes,security / casualties,incident report,yes,no,no,yes,no,2
LCD_006,Lebanese Civil Defense,state,Facebook,approx. 2026-04-30,2026-04-01 to 2026-05-07,,Arabic,no,none,Initial announcement of 3 CD members martyred during rescue mission in Majdal Zoun under Israeli airstrike. Truncated — brief breaking statement only. Location named.,yes,security / casualties,incident report,yes,no,no,no,no,1
LCD_007,Lebanese Civil Defense,state,Facebook,approx. 2026-04-30,2026-04-01 to 2026-05-07,,Arabic,no,none,Breaking update: 3 CD members trapped under rubble during rescue in Majdal Zoun. Joint operation with Lebanese Army underway. Brief and truncated.,yes,security / casualties,situation report,yes,no,no,no,no,1
LCD_008,Lebanese Civil Defense,state,Facebook,approx. 2026-04-30,2026-04-01 to 2026-05-07,,Arabic,no,none,Ministerial visit to operations room. Key operational data: 14000 missions total since war start / 3000 EMS / 350+ rescue from rubble / 63 new vehicles added. Ends with reminder to call 125. Location (CD HQ) implied. Target group (citizens) named.,yes,emergency operations / security,coordination update,yes,yes,yes,no,yes,4
LCD_009,Lebanese Civil Defense,state,Facebook,approx. 2026-04-30,2026-04-01 to 2026-05-07,,Arabic,no,none,Meeting with Mina/Tripoli municipality to establish marine rescue center. Crisis-era institutional capacity building. Location named.,yes,emergency response / capacity building,coordination update,yes,no,no,no,no,1
LCD_010,Lebanese Civil Defense,state,Facebook,approx. 2026-04-30,2026-04-01 to 2026-05-07,,Arabic,no,none,Meeting about ambulance allocation for Borja center and equipment needs for Kharrub North region. Location named.,yes,emergency response / capacity building,coordination update,yes,no,no,no,no,1
LCD_011,Lebanese Civil Defense,state,Facebook,approx. 2026-04-30,2026-04-01 to 2026-05-07,,Arabic,no,none,Future Movement delegation appreciation visit. Explicitly references April 8 Beirut strikes. Ceremonial shield presented. Date reference (April 8) preserved.,yes,security / institutional,coordination update,yes,no,no,yes,no,2
LCD_012,Lebanese Civil Defense,state,Facebook,approx. 2026-04-30,2026-04-01 to 2026-05-07,,Arabic,no,none,Field tour of Akkar Civil Defense stations. Emphasis on forest fire prevention cooperation and emergency readiness. Multiple named locations.,yes,emergency response / fire prevention,coordination update,yes,no,no,no,no,1
LCD_013,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Recovery of journalist Amal Khalil killed in Israeli airstrike on Al-Tairi. Joint operation with Lebanese Army and Lebanese Red Cross. Location named. Two video-only duplicate posts of this same event excluded.,yes,security / casualties,incident report,yes,no,no,no,no,1
LCD_014,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Kataeb party delegation visits to discuss CD needs and operational capacity in context of crisis. Brief and non-specific.,yes,security / institutional,coordination update,no,no,no,no,no,0
LCD_015,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Parliamentary Defense Committee chair visits to pay condolences for martyred CD members. Pledges institutional support. No citizen guidance.,yes,security / casualties,political/ceremonial,no,no,no,no,no,0
LCD_016,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Russian aircraft delivers humanitarian aid for displaced persons and CD equipment. Signed at Beirut airport. A video-only duplicate post excluded. Location named.,yes,displacement / humanitarian aid,coordination update,yes,no,no,no,no,1
LCD_017,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Very brief meeting with two religious figures. No specifics on crisis topics or guidance to citizens.,yes,security / institutional,coordination update,no,no,no,no,no,0
LCD_018,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Discovery of 2 bodies in vehicle buried under Qasimiyeh bridge rubble. Bodies transferred to local hospital. Time reference (~2am) and named location provided.,yes,security / casualties,incident report,yes,no,no,yes,no,2
LCD_019,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Extensive field tour. Visits home of martyr Muhammad Mossreh in Zafta. Surveys Israeli strike damage. Stresses ongoing search for missing persons in Tyre/Sour. Multiple named locations.,yes,security / search and rescue,coordination update,yes,no,no,no,no,1
LCD_020,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,Field tour of Dahiyeh CD centers. Surveys damage from Israeli strikes in Borj Al-Barajneh / Haret Hreik / Ghobeiri. Named locations.,yes,security / damage assessment,coordination update,yes,no,no,no,no,1
LCD_021,Lebanese Civil Defense,state,Facebook,approx. 2026-04-23,2026-04-01 to 2026-05-07,,Arabic,no,none,UNHCR High Commissioner joint tour of active rescue sites in Beirut. UNHCR pledges more resources. Named locations. A video-only duplicate excluded.,yes,displacement / search and rescue,coordination update,yes,no,no,no,no,1
